world_size:  8
ModelArgs(max_batch_size=8, max_seq_len=16384, dtype='fp8', vocab_size=129280, dim=7168, inter_dim=18432, moe_inter_dim=2048, n_layers=61, n_dense_layers=3, n_heads=128, n_routed_experts=256, n_shared_experts=1, n_activated_experts=8, n_expert_groups=8, n_limited_groups=4, score_func='sigmoid', route_scale=2.5, q_lora_rank=1536, kv_lora_rank=512, qk_nope_head_dim=128, qk_rope_head_dim=64, v_head_dim=128, original_seq_len=4096, rope_theta=10000.0, rope_factor=40, beta_fast=32, beta_slow=1, mscale=1.0)
now rank:  0
now rank:  4
now rank:  7
now rank:  6
now rank:  1
now rank:  2
now rank:  5
now rank:  3
------------------------------------------------------------------------------------------------------------------------
|               weight name                |          weight shape          |   number   |      dtype       | space(Bytes) |
| layers.52.ffn.experts.6.w2.weight        | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.6.w2.scale         | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.6.w3.weight        | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.6.w3.scale         | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.7.w1.weight        | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.7.w1.scale         | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.7.w2.weight        | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.7.w2.scale         | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.7.w3.weight        | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.7.w3.scale         | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.8.w1.weight        | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.8.w1.scale         | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.8.w2.weight        | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.8.w2.scale         | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.8.w3.weight        | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.8.w3.scale         | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.9.w1.weight        | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.9.w1.scale         | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.9.w2.weight        | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.9.w2.scale         | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.9.w3.weight        | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.9.w3.scale         | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.10.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.10.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.10.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.10.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.10.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.10.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.11.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.11.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.11.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.11.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.11.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.11.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.12.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.12.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.12.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.12.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.12.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.12.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.13.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.13.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.13.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.13.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.13.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.13.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.14.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.14.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.14.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.14.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.14.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.14.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.15.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.15.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.15.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.15.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.15.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.15.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.16.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.16.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.16.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.16.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.16.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.16.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.17.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.17.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.17.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.17.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.17.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.17.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.18.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.18.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.18.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.18.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.18.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.18.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.19.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.19.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.19.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.19.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.19.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.19.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.20.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.20.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.20.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.20.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.20.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.20.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.21.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.21.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.21.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.21.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.21.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.21.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.22.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.22.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.22.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.22.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.22.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.22.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.23.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.23.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.23.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.23.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.23.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.23.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.24.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.24.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.24.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.24.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.24.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.24.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.25.w1.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.25.w1.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.25.w2.weight       | torch.Size([7168, 2048])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.25.w2.scale        | torch.Size([56, 16])           | 896        | torch.float32    | 3584         |
| layers.52.ffn.experts.25.w3.weight       | torch.Size([2048, 7168])       | 14680064   | torch.float8_e4m3fn | 14680064     |
| layers.52.ffn.experts.25.w3.scale        | torch.Size([16, 56])           | 896        | torch.float32    | 3584         |
